panelid_2,Panel_PSU,Panel_Strata,Jun21_WeightBoost,Jun21_IntDate,Jun21_IntMode,ff_disact,Cur_GOR,cur_urbrurew,cur_urbrurs,Cur_Sex,Cur_RClassGp,Cur_AgeCat,Cur_HEdQual,Cur_RelStat5,Cur_HHSize5,Cur_HHChild,Cur_HHType,Cur_SubjInc,Cur_HHIncome4_21,Cur_HHIncome4_21_Imputed,Cur_HHIncomeEquiv4_21,Cur_HHIncomeEquiv4_21_Imputed,Cur_IdentClass,Cur_PartyID5,Cur_Ethnic6,Cur_IntUse3,Tenure,MortCost,RentCost,CvBedRoom,HomeProb01,HomeProb02,HomeProb03,HomeProb04,HomeProb05,HomeProb06,HomeProb07,HomeProb08,HomeProb09,HomeProb10,HomeProb11,HomeProb12,HomeProb13,HomeProb14,HomeProb15,HomeProb16,HomeProb17,HomeProb_Oth,NeighQual_CrimeSafety_q,NeighQual_TrafficSafety_q,NeighQual_FoodStores_q,NeighQual_AccessPubTrans_q,NeighQual_AccessSocCult_q,NeighQual_AccessRetail_q,NeighQual_AccessRec_q,NeighQual_EaseWalk_q,NeighQual_EaseCycle_q,NeighQual_OutdoorPlay_q,NeighQual_QualitySchools_q,NeighQual_NeighbourSoc_q,MovHom,EconActPreCov1,EconActPreCov2,EconActPreCov3,EconActPreCov4,EconActPreCov5,WorkTimePreCov,WFHPreCov,CommuteModePreCov,CommuteTimePreCov,FoodShopModePreCov,FoodTimePreCov,EconAct,WorkTime,WFH,CommuteMode,CommuteTime,FoodShopMode,FoodTime,Health
107311.0,11901423.0,2.0,1.353113022509794,13842700187.0,Web,2.0,2.0,1.0,,1.0,1.0,6.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,6.0,1.0,5.0,,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,15.0,7.0,,,,,6.0,15.0,1.0
116342.0,11900290.0,3.0,2.6626423998777558,13843242362.0,Phone,2.0,3.0,1.0,,1.0,8.0,3.0,4.0,5.0,,,,3.0,,,,,3.0,5.0,3.0,1.0,5.0,,,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,3.0,15.0,8.0,,,,,3.0,15.0,3.0
106241.0,11901811.0,6.0,0.8578100197045082,13843480625.0,Web,1.0,6.0,1.0,,2.0,4.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,5.0,,575.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,5.0,15.0,6.0,,,,,5.0,15.0,4.0
108537.0,11801593.0,3.0,0.37203626664646094,13843504657.0,Web,2.0,3.0,1.0,,1.0,8.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,5.0,,600.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,6.0,25.0,6.0,20.0,6.0,,,,,6.0,15.0,4.0
109620.0,11901612.0,5.0,0.6541380522511745,13842806363.0,Web,1.0,5.0,2.0,,1.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,5.0,,695.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,6.0,20.0,6.0,10.0,3.0,30.0,1.0,,,6.0,15.0,2.0
114626.0,11801708.0,4.0,0.4809717277218248,13843906659.0,Web,3.0,4.0,1.0,,2.0,5.0,5.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,,180.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,6.0,15.0,6.0,15.0,7.0,,,,,6.0,15.0,2.0
115498.0,11502577.0,7.0,0.5097238127521692,13842741248.0,Web,1.0,7.0,1.0,,1.0,1.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,,400.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,15.0,6.0,,,,,6.0,15.0,4.0
111010.0,11800212.0,3.0,0.41386716993235007,13843490574.0,Web,1.0,3.0,2.0,,2.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,5.0,,360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,15.0,7.0,,,,,6.0,15.0,4.0
105598.0,11800488.0,5.0,0.7354851816767898,13842697615.0,Web,1.0,5.0,1.0,,1.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,5.0,,80.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,15.0,9.0,,,,,9.0,15.0,4.0
104696.0,11802015.0,7.0,0.9280411271387186,13843614612.0,Web,3.0,7.0,1.0,,1.0,1.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,5.0,,200.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,4.0,15.0,8.0,,,,,4.0,15.0,3.0
103220.0,11802098.0,8.0,1.0233287948308627,13842698202.0,Web,1.0,8.0,2.0,,1.0,1.0,6.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,15.0,7.0,,,,,6.0,15.0,4.0
109430.0,11802319.0,11.0,5.539862605428567,13843219915.0,Phone,1.0,11.0,,1.0,1.0,8.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,,,,,2.0,5.0,1.0,3.0,5.0,,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,3.0,15.0,7.0,,,,,3.0,15.0,3.0
115966.0,11900487.0,5.0,5.955773088818298,13842703044.0,Web,1.0,5.0,1.0,,2.0,8.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,5.0,,200.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,15.0,6.0,,,,,6.0,15.0,4.0
101407.0,11900514.0,5.0,2.0312668038528416,13843512891.0,Web,3.0,5.0,1.0,,1.0,8.0,3.0,4.0,1.0,5.0,1.0,4.0,3.0,,,,,1.0,5.0,6.0,2.0,5.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,7.0,20.0,8.0,,,,,7.0,15.0,3.0
100500.0,11901699.0,9.0,0.6024528399820591,13842795290.0,Web,1.0,9.0,1.0,,2.0,1.0,5.0,5.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,,200.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,5.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,7.0,15.0,7.0,,,,,7.0,15.0,4.0
119041.0,11802179.0,8.0,1.1097710558412721,13842718513.0,Web,1.0,8.0,1.0,,2.0,3.0,6.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,,720.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,5.0,6.0,115.0,6.0,10.0,3.0,17.0,5.0,6.0,115.0,6.0,10.0,4.0
104641.0,11800917.0,7.0,0.5757281465232412,13842784510.0,Web,3.0,7.0,1.0,,2.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,5.0,,350.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,5.0,6.0,60.0,6.0,10.0,3.0,40.0,5.0,6.0,45.0,6.0,10.0,3.0
115911.0,11701824.0,7.0,0.25353273276274824,13843066190.0,Web,3.0,7.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,5.0,,800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,6.0,40.0,6.0,10.0,3.0,37.0,5.0,6.0,40.0,6.0,10.0,1.0
119085.0,12002200.0,7.0,0.5507120322130578,13842735173.0,Web,3.0,7.0,1.0,,2.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,5.0,,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,60.0,5.0,2.0,40.0,9.0,5.0,3.0,62.0,5.0,2.0,40.0,9.0,10.0,1.0
111668.0,11800644.0,9.0,0.6499288540949126,13843110666.0,Web,1.0,9.0,1.0,,1.0,5.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,5.0,,750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,5.0,6.0,30.0,6.0,10.0,3.0,14.0,5.0,6.0,30.0,6.0,10.0,2.0
105827.0,11900609.0,9.0,1.9601416620939698,13842700663.0,Web,3.0,9.0,2.0,,2.0,5.0,4.0,4.0,1.0,4.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,,800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,45.0,5.0,6.0,30.0,6.0,10.0,3.0,45.0,5.0,6.0,30.0,6.0,10.0,2.0
106470.0,11800500.0,5.0,0.8489657581978235,13843077037.0,Web,2.0,5.0,1.0,,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,5.0,,425.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,3.0,6.0,30.0,6.0,10.0,3.0,43.0,2.0,6.0,30.0,6.0,10.0,2.0
112569.0,11900179.0,2.0,0.9082047013793381,13843644608.0,Phone,3.0,2.0,1.0,,1.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,,1000.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,5.0,3.0,30.0,9.0,10.0,3.0,35.0,5.0,3.0,30.0,9.0,10.0,3.0
113004.0,11800487.0,5.0,1.6238649654507882,13842727150.0,Web,3.0,5.0,1.0,,1.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,22.0,3.0,6.0,25.0,6.0,10.0,3.0,20.0,3.0,6.0,25.0,6.0,10.0,2.0
114553.0,12000797.0,6.0,0.8388534559859497,13842789718.0,Web,1.0,6.0,1.0,,1.0,5.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,,1200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,45.0,5.0,6.0,30.0,6.0,10.0,3.0,45.0,5.0,6.0,20.0,6.0,10.0,1.0
104592.0,11800581.0,9.0,0.7990707087951324,13843338885.0,Phone,3.0,9.0,1.0,,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,,800.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,45.0,5.0,6.0,15.0,6.0,10.0,3.0,65.0,5.0,6.0,15.0,6.0,10.0,3.0
102357.0,11802355.0,2.0,0.854605961460073,13843757806.0,Phone,2.0,2.0,1.0,,1.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,5.0,,700.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,36.0,5.0,6.0,15.0,6.0,10.0,3.0,36.0,5.0,6.0,15.0,6.0,10.0,4.0
108566.0,11901395.0,2.0,0.41997374940304427,13842890518.0,Web,3.0,2.0,1.0,,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0,,900.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,45.0,5.0,7.0,15.0,9.0,10.0,3.0,40.0,5.0,7.0,15.0,9.0,10.0,2.0
116613.0,11900995.0,8.0,0.787138905634317,13843601394.0,Web,3.0,8.0,1.0,,1.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,5.0,,1083.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,24.0,5.0,6.0,10.0,6.0,10.0,3.0,36.0,5.0,6.0,10.0,6.0,10.0,2.0
111588.0,11901748.0,6.0,0.7204214419352184,13842772321.0,Web,3.0,6.0,1.0,,1.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,,184.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,32.0,4.0,6.0,10.0,6.0,10.0,3.0,32.0,4.0,6.0,10.0,6.0,10.0,2.0
107992.0,11800759.0,6.0,3.790360711013834,13842733777.0,Web,3.0,6.0,1.0,,1.0,1.0,3.0,3.0,1.0,5.0,1.0,6.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,5.0,,775.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,9.0,10.0,7.0,10.0,3.0,20.0,5.0,9.0,10.0,7.0,10.0,1.0
103171.0,11801724.0,5.0,2.687442434464959,13842703315.0,Web,3.0,5.0,1.0,,1.0,1.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,,600.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,4.0,6.0,10.0,6.0,10.0,3.0,20.0,4.0,6.0,10.0,6.0,10.0,3.0
103292.0,11800301.0,3.0,0.4196608749237195,13842956277.0,Web,3.0,3.0,1.0,,1.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,,400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,6.0,10.0,6.0,10.0,3.0,40.0,5.0,6.0,5.0,6.0,10.0,2.0
108358.0,11900998.0,8.0,0.5339898678738587,13843231045.0,Phone,2.0,8.0,1.0,,1.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,,2.0,,4.0,1.0,1.0,1.0,3.0,5.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,10.0,7.0,,,,,6.0,10.0,3.0
112015.0,11700488.0,7.0,0.21444081010036584,13843482198.0,Web,3.0,7.0,1.0,,1.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,1.0,5.0,,850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,4.0,3.0,30.0,9.0,10.0,3.0,38.0,1.0,,,9.0,10.0,1.0
109709.0,11802168.0,8.0,1.6292624128238977,13843030581.0,Web,2.0,8.0,1.0,,2.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,5.0,,950.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,2.0,6.0,25.0,6.0,10.0,5.0,,,,,6.0,10.0,3.0
117877.0,11901513.0,3.0,0.3104066337047993,13842696863.0,Web,3.0,3.0,1.0,,1.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,5.0,,570.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,5.0,3.0,15.0,9.0,10.0,3.0,30.0,1.0,,,9.0,10.0,1.0
108218.0,11801513.0,2.0,0.5947239870815808,13843482180.0,Web,2.0,2.0,1.0,,1.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,,400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,20.0,8.0,,,,,6.0,10.0,3.0
117061.0,11801993.0,7.0,0.18801543906752327,13842822569.0,Web,3.0,7.0,1.0,,1.0,8.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,9.0,10.0,7.0,,,,,9.0,10.0,2.0
111673.0,11802062.0,8.0,1.1605161371503383,13843579109.0,Web,2.0,8.0,1.0,,1.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,,1212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,9.0,10.0,7.0,,,,,9.0,10.0,2.0
116565.0,11802283.0,11.0,1.025525779728521,13843478916.0,Web,1.0,11.0,,2.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,4.0,3.0,,2.0,,1.0,2.0,4.0,2.0,2.0,5.0,,1000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,6.0,10.0,6.0,,,,,6.0,10.0,4.0
105694.0,11900022.0,1.0,0.5259600763691794,13843048366.0,Web,2.0,1.0,2.0,,2.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,,399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,3.0,10.0,7.0,,,,,3.0,10.0,2.0
